DAG024nxd6ZRhULeYdUGtG1r8QD2e4nSr4VP86xc,363.60
DAG02iqQddxxKqv6d2Y4pnqejPmNkr4yRwdgtDfW,8028.00
DAG0367mWSxdW4dxymdeWksgRxGhGjA7ZmSA18GN,756.00
DAG05jjWdZZ6UvZWMdfopxyjMsRYB8dBntF44kDb,432.00
DAG06BMn4nJoQc99APPg3jDRgwv2J383skYCWtJ7,378.00
DAG06sJE2GDa6BGKYgv7Avjqz13mjwHWTVn56gpU,360.00
DAG09thgj4HWvNLPJPzV2XzPwjHLSPAtjGWuvHQ3,1444.60
DAG0am2HQm1pV74jY1pY1FDkXEfZ8WqDjBE93nqH,2916.00
DAG0axRLDMWryDr6Lnx2BodR2BKPYSTjeHPQsJQ8,1512.00
DAG0BYD5FLBhvLg2tkdjcUv4USf77yzmv2HoHTHL,1512.00
DAG0E6vVVupimqy4vhpYmH32YDpPU7u4tje4Xrb6,720.00
DAG0E8ogFouHy148MB3dwdvnMGA4nipRonndT8gW,360.00
DAG0Exz2qP5a76mLw7CRCbQ7zk2hqTikSBxXkTXK,360.00
DAG0fSeoGaooNshBkBikFyUcKTwHkWbdhTkGjfce,360.00
DAG0ftwCjdbhRc7V9zSuJxLXGH9MzxhTgy2XTmmp,360.00
DAG0GsQ2BkHEBgkBB8hAsj6VpXcVPqSn2kBmXHSu,3175.20
DAG0h2WypeA5wbPbtpWxCmzuQE8pHPUNC8KS4hbS,756.00
DAG0hsZzFcScLFuX3QzrGTQQqq1yPH6nZMw89FUA,720.00
DAG0KpQNqMsED4FC5grhFCBWG8iwU8Gm6aLhB9w5,720.00
DAG0o6WSyvc7XfzujwJB1e25mfyzgXoLYDD6wqnk,9630.67
DAG0RtXk2R2sJw5epCajQkXhwpxpH2usMFhPrE7i,360.00
DAG0SoCkDZbtKc3kk9v4qWhdDFVo2PMgRKmitMqF,4788.00
DAG0t2QEjb9cJZ7vbvYZDM1oLqsuHSm3KhUH5WQy,360.00
DAG0uvNqcUfBxp9iUGZ5fddMsN4JCxRUUGnU9bzw,1440.00
DAG0uxaW1XSRf3WZHGyqmeahLnN7P5kYJGr2wjXE,720.00
DAG0Ve2zfUDLAV9q29NT757QirAntgVHSsDMX4ar,2232.00
DAG0XyZQ1ybCMXZuzcgDW2DBpcWkkXQGwoGJ3j3N,4464.00
DAG0ZPQFGgkxEEGiiyJNj9JBzznSCL8GpeJAE1on,1548.00
DAG11rR3H83jUdvbgytoEhYYnXNCPcpRAaS7T9f6,378.00
DAG11UEC9UL3n5zQfFrSkTrfveqgE9fP5pWC22f1,360.00
DAG11vSyv4TYqVHCkwB9XHXJFLB2nfhScs5jXh7E,360.00
DAG1384HZSTdTbpBPDkDjncMnpWagEitr6iAXR7t,360.00
DAG13CVpAkuHmNgsy84jap2AxFMrF9Latp56NuWs,360.00
DAG15MGPwnPqemrgUkZCaYeukC63u1UYaq3WXze1,360.00
DAG18Njmgr3voYq9aChNUzduUbBVx9WjZk3px5sk,2160.00
DAG1bLZbTcHTxJHF4UpCqj7fQTbn15VNzCZgY65M,360.00
DAG1bY58y3Dj5sKLtdUkb7a5akHHMkYEtzwA4aMc,360.00
DAG1CaUkbjHm54sgMUPaDxvdgb1s3XzKKYgc6RJg,720.00
DAG1cyyqoDnmKQjVq9WxvfxeyC6h3t8Ku92hCEdy,378.00
DAG1e8uNAV7sDK2ERLZyVChBjbDRdCimTPyCQ56u,360.00
DAG1fyFGsmGK5jth5Ej1oP8r3e5q1ysMytsJsfsC,2160.00
DAG1gtQJiYzXPGaKRQs2xSNwKyR2KNKXF4X2eBxq,792.00
DAG1J6bQo7mcPRW5HkUx2gUJT8VNjyNLiCQkwoab,360.00
DAG1Jof4SKgDZqJGspyZroSgyskGNdzDrJMpbA15,1444.60
DAG1juwdY2QJdkmnVoAaQwJ2myUVB6Kohuxrazpn,1512.00
DAG1kiXLT6RjkFLwdZhPDnqE4tkVHFPhaNTMmnNC,3060.00
DAG1N8gkRHDSwyfz9qNh4VjJ7uDyknThkLcqWyvk,7056.00
DAG1oGjBKE8PwiwnfmdCkQi6wCXcSbhia5abBFky,360.00
DAG1pRUhY67EAnp76FTbCAAAZcqKXiq2zMNUNtcn,360.00
DAG1qemaNxXk2xBuBNvmfr7r1PTEyyLK9XDVLZpL,360.00
DAG1QmZTdsEdyVKtyy98wjH9bs36piam8WCKM3HW,4320.00
DAG1r7JDfvPHmymqxZf6e9Acbgj7yQhnScZdQ8Pa,396.00
DAG1rfKopLgXYQMWXBDxxEd8oP1ajMx1sATfJPdC,792.00
DAG1RrrbxbH8z2d9ikHpsBSZp9yHMoDoFxAsfehU,378.00
DAG1sKBNWjPSSNCGTHAMBFGwUthtuvRrGdkwq73s,1584.00
DAG1Sm41f51QiJ9QuYysKSrdQz8syzrgUKtfxbMa,378.00
DAG1SYqQMXnU4VdatGRrS1JoUQT7XGFMiQCjV7xB,1512.00
DAG1uDMfXiX1nQrjVbNntrRHDoaKSvPhJTPV9fUu,2160.00
DAG1VRiQcCCNujGJrZwRwJ1tMsJHXWbpQVzhEwDj,7708.60
DAG1XDeg2W4svwU16gkJYyuBvXqu4Q3r4tL58VTu,1512.00
DAG1ZfGUA4hEGCcVrUacdbo4Mf3rXffyQsp4aD4c,14544.00
DAG1zuDmaaKMHNziiaW6vv9x8kXAdh8dfuD7Neo8,720.00
DAG21oVHGJBqkbvBxLFk6xPoJKGasybFoFC9KG4A,360.00
DAG23gR1EUKmnqUTrQaT4UnP6qE7yRAVdiuz8SoN,378.00
DAG24UaHDfZbcFi6GkUCKsSm4SEANGYF8K7yLgLB,378.00
DAG25AwdkSt2DSVJoV2WDNxJmSew2N8efFWi1uFY,360.00
DAG273G9mGM1BepeqdsHoKkfvEPLwDKhyjbhrDdE,756.00
DAG28vwicYRyod72RGdGbBNpMu4aFYoXgkGU8Jxs,432.00
DAG29qFQGdtD1xY9p9nLM7atrj1wNav2yMzgoxFh,756.00
DAG2App6oxLjkF5YACDh9zQBCYjYMCmNxgfECLPW,3096.00
DAG2BdKEBiTuhQZnBTHk4Qy7WTxGscoAG1SM8Taw,378.00
DAG2cC8hGMVm9t1cJuejrosNrYRyCxSbGqcA1Cg1,720.00
DAG2fMnbEmsWhgYGhvdREVELyESKUqGNTEWf4B61,756.00
DAG2gCi2UEjAYNqNFDDNDcWCpywbsFFoB4n5qPzd,738.00
DAG2Heuy5DcqBsNVnzbCPG8m323Tcvo4qY4qnULm,2232.00
DAG2hp3NQQTmvRm6F6eZN51t5KqAd39aeNJHHhjN,360.00
DAG2JjspoiHrwRqxbr7Yk3hwjXnhYcs36V1AMgGZ,720.00
DAG2k4zsaFzActUWKiYpLeSjEN4W9b3JDoBorUpG,720.00
DAG2kHf3pSJiT5SXvwASgj4yyDBe8hiYCuKWZSZh,756.00
DAG2kJC2aBRZRFL6Lx7TgN3wqiSDPb1aC5tcG5Wb,360.00
DAG2KtsZ55D6fPWdsgSifudd7PxuScpR6eWriXtB,360.00
DAG2mHQ43PjLPc8WFgW7vRgXdkLZ8RjYybbon8KQ,360.00
DAG2Mt4JvidYZ7awYxNCi19ukqAX2USRZ8jS16kX,2322.00
DAG2QadMTJiMW1uTmQtswVJgYTrBc2Z59wMp5JG7,3240.00
DAG2qgnNEiEdvLnfgXugihsJs7RNEB4DoUFGbTSt,5184.00
DAG2RiX6jaEHFdVTKTuZaDXZ8vCayQ9Zg2fLHXr4,756.00
DAG2SWsyv6heKN4hwCrLD4zxp84ZyxoZ3GJezGfU,738.00
DAG2T6bVHiYSiBCw4SWYAPEeof6xZhCwN4cLcqwU,756.00
DAG2TFqT8gD9RXp8spKrnSyCQ5YdnPSCgKyoTuL8,720.00
DAG2ufhMUDR5tm68mK8ZrBYqhpjoN6cXBvnSNC59,2376.00
DAG2umurwvsWnEzYn6JYJkoMS17JSLeEBj6KRLES,360.00
DAG2vRDbNP8aALywhVBfWW4FHDmfHMLwxH1W7ygR,360.00
DAG2WxuBgfVbEHNq2Y6X7ppjgZFwQZ5EbiLfKUDK,720.00
DAG2zte5DqFf9D6mNhAWknRvcQE39gCm73bP5orR,792.00
DAG31jQhFYCt3qTT7yauwG98gQSWpt4zwB1vhJ6S,3960.00
DAG32BNL11KFUitJKCiDtEDw4hwfsVEy6fZUv7MU,9180.00
DAG338M3nJkdwMKzH9eSt1JsaXRMejJDx6jkRgki,360.00
DAG33L7xq68kik9WYYM3gsEDqxbKKHBusLnG3xsX,756.00
DAG34eqJqo6VJTXiPoit5oA8Hi79ZRZZqMwgKWUE,32688.00
DAG35GnPGaNXS8fCQWYE8iycWDY4geZ88c7CYrvA,360.00
DAG35Vvgc3unTtiDa9NrDSHWdGWskPUeB6jr7Hxg,378.00
DAG36UqCfpaRQHFXxna2zSY4btv82Ez8ggmYobbF,792.00
DAG37UP6sCfH1od8DPcCEE69jCJS52iPML7zm6Yb,378.00
DAG3axDvWFyPacy5qvzcUUGN7eA9p9CRHnjEShtD,360.00
DAG3Axu73FhdaqjdEy2PZFmqTbTvRe9FFWUXTXDs,1444.60
DAG3C7pge8wVW4GqesYJ4QwtoX5vvghwiV2zoQHX,720.00
DAG3DXzffZZupfKkUf2NNianCSkPwiRnwQATig1U,720.00
DAG3EuBbtx1fAoVxqoMf4CVJ367vMeNHvLLjdmtY,1444.60
DAG3eWFSh6WtDRaV5kSbS8fwyBwmpJtwAhrsAM65,378.00
DAG3Fb4ZaaN3p1gciSi4VBryaV8HYbcda3F7SzsL,1512.00
DAG3fGxJVigkBu6JY8upPFowtf7q4v2TYipnr39A,2196.00
DAG3g7bvxi9mDRWM6T5uEryxNfokrERd3cDnrsdq,3600.00
